prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-00183,human_context,information_extraction,10751,context,235,144,0.038793,0.374468,f58ed2facbe163de85ba655902dfb05c9e8a32124589af470a23fddba7b1b0d3
human-00184,human_response,general_qa,375,response,139,89,0.0,0.467626,8564e25d96accd72c1f36496c96cbd34c05984342f5b688cdf456b3a92af5a0e
human-00185,human_context,closed_qa,3463,context,205,127,0.0,0.409756,090bbf609c9dc6cc78ac470e37c5883ba2ea746aef07fb79606f01ae4172e03b
human-00186,human_context,closed_qa,9927,context,476,254,0.006342,0.371849,5b3c33fb2af6111c93003f01ba315d82025f991f590fc26efd37e518e1f3aa55
human-00187,human_context,closed_qa,4087,context,264,137,0.084291,0.450758,b17e7b8a42aaf51ba4d1e253ad6e3fa8335961941725b82942ca09c6f9f56607
human-00188,human_response,open_qa,13009,response,151,104,0.0,0.443709,a33e0d7350e8f6bd8c1d87c1dd6fa7b6e325dd5ac128b48ab17175adb0595df1
human-00189,human_response,creative_writing,6863,response,634,269,0.023772,0.394322,2c9a75fd29e425c1e059657b37beed21084b4749883b67b5975c96cbb828667c
human-00190,human_context,summarization,14960,context,132,75,0.03876,0.583333,6d623e6a17ab85ae80b573e691c4be2db412a07b2e1a4b152f950da8169ea829
human-00191,human_context,summarization,9768,context,416,179,0.03632,0.46875,1643551fa3f8198da9b3b19137ca702090644721302e33518ceac3129bf8491a
human-00192,human_context,summarization,6400,context,158,94,0.077419,0.443038,e7581a1198856db002dfe02b657c165bae2bbd141fa21dc34d3ded634955991b
human-00193,human_context,closed_qa,618,context,160,94,0.019108,0.475,34aa64c5298c6756aac61c31ceb5f402d153a906657549d367d83647e1908045
human-00194,human_context,information_extraction,7927,context,210,88,0.038647,0.561905,3927bfcf46baf3e08160b855b2ad63d763ce4195d0dd4a2999329800f5480d71
human-00195,human_context,information_extraction,6094,context,538,230,0.069159,0.451673,09a448ebce8ddcd490f4faf5d0d7083b20089e30610576e23102080c454ddc8a
human-00196,human_response,summarization,14418,response,129,85,0.02381,0.496124,f22b0927dbbcc4dd0a9991cc120447f4a799d11c8dffca7d14488ecba8eca29b
human-00197,human_response,summarization,7659,response,132,76,0.03876,0.568182,9629474eac71c5bfc4f5e36b954fb3f74b7bbd68353bf26324d1cb07fe307b35
human-00198,human_context,closed_qa,13739,context,197,121,0.030928,0.431472,892648700304842f9ae84a5eec43a104e0215b7f92478042c713602095599898
human-00199,human_context,closed_qa,4550,context,270,160,0.018727,0.437037,d826adacf01d0874e81ee99ef8983604574033fe887e375b28f0cf157926745d
human-00200,human_context,information_extraction,7902,context,293,176,0.006897,0.375427,249b659d53dcbf33e33619541857696ce946c548117ff4a2cd3eaf67123e9ff7
human-00201,human_context,summarization,2156,context,1549,334,0.195343,0.48031,a19ebc50655344d961eeb8e1aa60a05a61691201b2275027ec8fe6aefc2b5e1a
human-00202,human_context,information_extraction,9634,context,225,136,0.013514,0.422222,f4c5a60bae89a56486cd5613f33eaae2fee2248b9a0628a213ed8d43207e6ebe
human-00203,human_context,closed_qa,3217,context,142,81,0.0,0.514085,22d6c3c5f27ef9f1a5064786ec2788e8347b7eb44fff56f09de7299ae1d4d0de
human-00204,human_response,summarization,8786,response,356,172,0.025496,0.441011,df77d4ebf590c862adf1d945a782ea6c1e81350d664e834058b52e48ea86a718
human-00205,human_context,closed_qa,2511,context,136,85,0.0,0.477941,13661c33ed99355ed8c5aafdb77e90b49438b618ae31fdb81610d32ca88ee442
human-00206,human_response,open_qa,4577,response,207,118,0.014706,0.425121,938f760e711dfd64327db13e35053e05590eeb5a8820bb1f1d87194f126f4240
human-00207,human_context,information_extraction,4996,context,326,159,0.024768,0.417178,03cd881ca8e53d77b8b621d3225f2032f3a02e7f6a9927cf0cbab018b3446fa2
human-00208,human_context,information_extraction,8561,context,307,139,0.072368,0.511401,e98a4448eba4140868c8d91191d818261a506f7d69f9b73ada8afe8b5bb71c7a
human-00209,human_context,information_extraction,14590,context,452,208,0.053452,0.404867,6c4f8ca45a0e0da03e345ad292328dbde54c2fdef17158851302ba7a7fdd5547
human-00210,human_context,summarization,6218,context,216,133,0.004695,0.384259,f8a8ba61b242af82277618c8c98bb362f23b2440207edabc9d5d84e40ff13252
human-00211,human_context,information_extraction,2392,context,363,175,0.022222,0.446281,0c53e49fb38be0a796ede944e049aa816fbd71cbce556428a7e62f492f32d4bf
human-00212,human_context,summarization,2524,context,309,193,0.0,0.404531,bcb03001a7e6b1283839d5cc13d3124edc465b7d5eeb964e01b6e018b0c2ea51
human-00213,human_context,closed_qa,1047,context,182,113,0.0,0.445055,74e3c7707b4cb8fe0cb842412cb544a054f60122f9ecbf683d8e9de47e8a900d
human-00214,human_context,summarization,7694,context,293,156,0.051724,0.443686,1213f5af929ada12622d140821ff1ad491b77446c0cb1d46461b0e27007f4213
human-00215,human_response,information_extraction,2316,response,471,236,0.021368,0.382166,d68583421f4082a205d3514ae58a88f7db937ea8f2ebda3c9729e0a7f743fa93
human-00216,human_response,summarization,9816,response,216,132,0.004695,0.458333,89c1acfad47aa0cecd1598b7b7d3e99d85c27a18310226788163dba7dce1dbc5
human-00217,human_context,summarization,5654,context,446,221,0.024831,0.369955,a0c5e3d53dfdc78b4c4402dd5e63990b5d8b9c845932f1787f7771588d0e94f5
human-00218,human_context,information_extraction,12811,context,163,101,0.03125,0.466258,ab37ed9ffc75ec73083ccf233afe168c11c0517e95a2d115c637899056155173
human-00219,human_context,information_extraction,6198,context,150,99,0.0,0.473333,de94798c94675d6a809e4d2c1d694cc87b202b9587fc9b69cbcfd4beb5d6dc4b
human-00220,human_context,closed_qa,8860,context,291,154,0.027778,0.446735,b5df0b85e9701dc8a710362102d26366b337a5a1178a11cb33ead465a3e4560c
human-00221,human_response,general_qa,9250,response,164,77,0.062112,0.567073,0dc5ece5dffa78459bf56fc99e50b337850a9f26ac3c0a6eabbcd7ae264a8949
human-00222,human_context,information_extraction,7303,context,233,131,0.008696,0.467811,31019c1c16c38c66396e9a430af8817378e9816a13eee06e164b688931c9c2cc
human-00223,human_context,summarization,2205,context,180,89,0.033898,0.566667,8e1cfdc7637256f031bedc7f7b1a7d3850de14f27a06770d0f093552bd80ac8e
human-00224,human_response,brainstorming,4355,response,245,150,0.020661,0.387755,905fbe1d8225a499cc65eeacb3452adc512ed24ebaeaf4215821cc1f2199666f
human-00225,human_response,open_qa,6420,response,149,93,0.0,0.489933,e817f45582b3e4c8c88ffc6015d446f42bbb557074a80bc143cf1f4e9dc9f353
human-00226,human_response,creative_writing,11872,response,248,126,0.008163,0.512097,21b5149acba4e3a41f1d7f88ff99a81b90bf15bf22bab08bd46656f5c38472e1
human-00227,human_context,summarization,14342,context,137,89,0.0,0.49635,e6c503af719a0396a7f8541882f02dc84f450456a021d5e3d0737cdc8f3f456e
human-00228,human_response,summarization,9411,response,141,81,0.0,0.546099,eb2838b256b400feedcf13a62df2817db223414f0db3e9051c186609e7b12439
human-00229,human_response,general_qa,14304,response,159,104,0.0,0.427673,3b2be3d5284575c2d746f75a323dce99befff7074839599b08f675a270236390
human-00230,human_context,summarization,4684,context,335,165,0.051205,0.444776,86fba5357a4cd29010a9ec8412c46634ea7ad560b26217380b2b881ea6efa65f
human-00231,human_response,creative_writing,10780,response,343,167,0.008824,0.399417,0fb19751f4a8e455925deca95143a28151e752f532b6191729be8d8fe66c92e8
human-00232,human_context,summarization,13593,context,143,92,0.0,0.48951,f0d33f5ba578a61d14432012ebd1b991dfc712051128b0d19d6e76336d1a8d04
human-00233,human_context,closed_qa,10959,context,251,157,0.008065,0.398406,6a2b6400c799235981975ce4a0fe5cd56e427a8f3cf61bc1c72b50d4f68b68d2
human-00234,human_response,open_qa,5889,response,173,108,0.011765,0.462428,6e6159a6c88c4a3454c0e5cbe8c4db75267d1cb3349e5d4df613801856775510
human-00235,human_context,closed_qa,3826,context,247,122,0.016393,0.51417,d4e14ad77d487e7aff71d01129b6c81fffbbd8691e35118d41f3a232bf42695e
human-00236,human_context,summarization,7757,context,218,134,0.023256,0.385321,c233a9a58fe3f37e55f27f3190146548263e3b5636716ee7083ec14749de4044
human-00237,human_context,information_extraction,4511,context,847,359,0.061611,0.416765,d116be6ce36880fb7c5b1936df32ee6c3c5436a7181558cf31013137fb6e183e
human-00238,human_context,information_extraction,2793,context,185,105,0.049451,0.497297,6de950fda9f71a4b633229c09ee9677987f15ba6e4c2b0a466a65ee6b8e5cd22
human-00239,human_response,creative_writing,5069,response,561,254,0.017921,0.392157,5b0c027ae3cef7ac3e2eb56b491365736b1e869666cbb4324192564504e4a91f
human-00240,human_response,classification,5376,response,833,272,0.138554,0.471789,6481224c5180f8691626c304778d5da5eaaad5a975c7f3fbac326600b67d9ed0
human-00241,human_context,summarization,8640,context,217,144,0.018692,0.373272,928e50532451b53b06b3f2be4d8b7122435d0103c8e1af154491f506146cdb88
human-00242,human_context,information_extraction,11712,context,302,129,0.063545,0.556291,4df562af6540c4336290d1a43579d7065ebdef89d52dedf1b8fb970d7761fcb3
human-00243,human_response,open_qa,8026,response,447,205,0.027027,0.420582,f822a05d4cf273b317c7f953d0afedbc23dc9b658858420335d384c3ac33092c
human-00244,human_context,summarization,9012,context,466,245,0.017279,0.379828,4dea01184b5eb13012833b7b6fc9f5622e6b904998dd58961ff0dcf7d073bae2
human-00245,human_response,closed_qa,8725,response,342,171,0.029499,0.45614,bebd9d70619382553a89c319be80ad38b1e72d6f87671347f561e545c41afb4c
human-00246,human_response,creative_writing,8849,response,386,180,0.013055,0.476684,c00733269f55c12763f582b87e919f22ec42ea861ca6b4ec32636d78994fa48b
human-00247,human_response,open_qa,3021,response,171,103,0.005952,0.45614,f24ef81888ce5018c029d90bcda0a787ebdda0712cd9337b4b45be78d67eb5dd
human-00248,human_context,information_extraction,3910,context,197,128,0.005155,0.411168,4a48887968fcd13b3322e73d32bdb0f4194eef4af844b2da6263345eff8e9af6
human-00249,human_context,information_extraction,3762,context,210,97,0.077295,0.566667,164a9975513b2c650da79bf14fb66220632d2f46c228d08022aac7c410643a18
human-00250,human_context,closed_qa,10472,context,145,105,0.007042,0.413793,a409744448cd0a1a74ef90e4cb63348764c6bc279a24af64fbc18cc22a4f0d4e
human-00251,human_response,general_qa,962,response,148,79,0.034483,0.560811,929c950ea939ca7c2ec74db93ec9f0b4f3c881cec20d57047bf94237055d1f8b
human-00252,human_response,general_qa,5378,response,145,75,0.014085,0.531034,3d8bfb69718ef42ef235ce127bcf0b77c26dc292b99e1d8175105505e2e3246b
human-00253,human_context,closed_qa,855,context,332,193,0.039514,0.418675,b193594d4439c49f3fa1c92bb304c1eb12360ca8ccdb864c1c487d4d27e93e73
human-00254,human_response,general_qa,3682,response,166,109,0.006135,0.451807,0c66d1ba6c8ab53924971ca7167f859d17bbf1b76f41c17bdb3dbd516b7e5baf
human-00255,human_context,information_extraction,7617,context,536,270,0.043152,0.378731,a79b3b1be84581d9ab3d09c656e6d564273411016c467a1e96ebc80d6cdbdf4f
human-00256,human_context,closed_qa,10675,context,169,107,0.036145,0.443787,012ee6f645fa58bbf366a44ee346b665bb3fc1a528748030d0bb76fb3bf79a1f
human-00257,human_response,creative_writing,9513,response,385,187,0.020942,0.449351,6cb45ee82927a5ab75dd8eae9a06d7cdf06d0ee34b95ae44cc1adb4c8c984a0a
human-00258,human_response,open_qa,3737,response,197,111,0.0,0.456853,b4557d6b654221ac7d5c435248da6da80935168d39aed84017a8aa56afe67edf
human-00259,human_response,general_qa,10554,response,143,97,0.0,0.440559,5a33dc28a5b4f6021c779b93b80c088e4b3dd14156f727f5f96815ae75d0d38a
human-00260,human_context,information_extraction,11853,context,180,103,0.022599,0.488889,64c279f1a95cfe96573f40d258ca5baa7101f7a9ef83b1b9b102ff81ba58dfcf
human-00261,human_response,brainstorming,8447,response,212,141,0.004785,0.386792,2f30dfaae9b015bd28a0fe47050c996f29b36f7c45f312ffa0385e64414a6ee2
human-00262,human_response,general_qa,5359,response,197,101,0.041237,0.507614,08e18d7642abab2b356312f42ff8bb7c651dc782f1feeb7991a72d65695d4319
human-00263,human_context,information_extraction,5855,context,202,121,0.005025,0.420792,490068a1fa5e51c983f9396b18f17a505d7e366a369f454741de74ee4726b611
human-00264,human_context,information_extraction,704,context,258,133,0.007843,0.437984,0bec9d3b1fef3bdad4291264aefb2eff2be6d44932691df6594a7541019c5ec5
human-00265,human_response,brainstorming,12522,response,128,76,0.0,0.539062,163004e939eed1b40fa06576d6883c1dabedece8c13b0a6c08111d0543f68248
human-00266,human_response,general_qa,7753,response,210,112,0.009662,0.495238,04271e9365d18dd51fb59d1696f7f36a4bdabde0a2254e9a7f789cf0fd3d4a41
human-00267,human_context,closed_qa,2040,context,253,132,0.02,0.498024,b082891bca4f7df3edf76f196904c396c366da155ac2d72fd789eb2a7139c4c4
human-00268,human_context,information_extraction,5230,context,179,117,0.0,0.424581,4ac8c02f27176b99a6b1f77c5946e6104fdbeeebcaa7047e26babc39d9a5b181
human-00269,human_response,information_extraction,6382,response,970,355,0.073423,0.443299,4630d1b39bc927dd67493c7a24c4b03e5b9dab8bddc6f75ad9ae558db2cb761b
human-00270,human_context,closed_qa,7601,context,145,95,0.0,0.482759,53b933ff04fb78e1b7cc36813ae23b02679b72a39aa8bab46df00f696e099904
human-00271,human_response,creative_writing,13783,response,189,113,0.026882,0.42328,745b616ece5141b9b9ff9aa6571f98944eb065da203e58102ab26954ed7a94bc
human-00272,human_context,information_extraction,9196,context,130,80,0.023622,0.538462,a9efd1fa2156e75a8175fa5f9ce4a6c0cb758531c17d645b049ebfda3427aa3d
human-00273,human_response,general_qa,7485,response,344,186,0.002933,0.444767,a38facf0ca534acef0ef777110dcfbc05501a757c7a7d034ab484714de71d5ed
human-00274,human_context,summarization,6700,context,619,291,0.051948,0.379645,4ee23da6ecddcedd417d36e7925677cb7d7a7f0de94767c59d97afbd6ab87140
human-00275,human_context,closed_qa,2507,context,144,89,0.007092,0.5,a88ead4f5bd52175d5f602bdc8ec82b872640f2c84830e42767fd5c8831576cd
human-00276,human_context,summarization,10399,context,201,104,0.035354,0.502488,53d2f3ee10e479568229737e317294f191f92433edef7cda0f7e1129a2d5c528
human-00277,human_response,general_qa,10878,response,354,180,0.008547,0.435028,50e970bcf9ab01e1f5d190af9ed54acebe4797ec283922df044b43df86c30b8d
human-00278,human_context,closed_qa,8670,context,202,125,0.005025,0.420792,07675008bfe8d07aff6d6728963f2ea0234b38b417144d9dfe1847abc88fc967
human-00279,human_context,information_extraction,8854,context,516,276,0.023392,0.372093,46002e4fdd2035774194ca0dff3b0a5289abe9ac3e2898cde9f3631f059551bc
human-00280,human_context,closed_qa,3219,context,233,114,0.021739,0.497854,d4bd557de4eb3682c3648c04fae5c6965e53bacabc961b7b2d75eb3f79adacc0
human-00281,human_context,closed_qa,2972,context,184,112,0.005525,0.461957,cf6228340058aeaa5c8c61f51a0c7478443ed401d9cf5295fc3aa3f2a80ee16e
human-00282,human_context,information_extraction,12466,context,198,116,0.010256,0.454545,12771ccf11d56d18f4a62ac667a167d93dde2b3d7934ae506faa60e6d4b403e6
human-00283,human_context,summarization,9529,context,242,149,0.020921,0.355372,cffecb5e596fb8101f96ecd58701cde8ad3d69f714acb94dffc0b9c83e3b4b68
human-00284,human_context,information_extraction,2042,context,133,86,0.007692,0.503759,a8cddc3bf5642ba6df8c8f2387d4c09aa8d9a5a349d9d19354d1fd0d4e9c07a9
human-00285,human_context,closed_qa,10844,context,618,262,0.079675,0.432039,220fc8b16d0bff4b80d80fdaa4dbbb80cac1c173f19bdcb18e46e9eeec404edb
human-00286,human_response,open_qa,14485,response,188,104,0.0,0.452128,ad8a11505d575c476a7a20fb3dc00b1e45c42b624910e1efd038babf81ef86b6
human-00287,human_context,information_extraction,5215,context,554,244,0.021779,0.458484,f9d82179216bd663d0ed93d4b39a3ac573047081370d3ef5e3e1202e8679fd7d
human-00288,human_response,general_qa,5584,response,150,89,0.027211,0.493333,ac589e47155bb5b00b34685e8047644b869cebfecc87812ad66d62357c517e9c
human-00289,human_context,information_extraction,3385,context,169,117,0.006024,0.408284,fda335ca47fc76097cdf41a958f646d23a6f9e21cecf12e7ba69e3060c15150f
human-00290,human_response,brainstorming,2318,response,176,98,0.0,0.5,0408f5a27bde094a84c1313bc0e187100ac25064e5783ce098eaf0490f9bdefb
human-00291,human_response,open_qa,11230,response,147,91,0.0,0.496599,523ec0e1eae1d5d558077ea9cd0dc6bec9514c4f6433850e7e17b76188c6626d
human-00292,human_response,general_qa,9643,response,195,94,0.03125,0.507692,c9e8a3895ac9b2155f08dde848c804a604b7b146e07e2e6f29d3da21cec28fb8
human-00293,human_context,information_extraction,3936,context,344,181,0.014663,0.43314,710e016dba81b57cedd59e926ec8ac0394fdb8992e50f4957549bfb9c7968dd4
human-00294,human_context,summarization,13732,context,1007,344,0.02988,0.404171,182751431f920c95afb349fe59985670c36b2e694edfb9a843ddc8570e552676
human-00295,human_context,information_extraction,4328,context,143,97,0.0,0.426573,144db82141f479e06da4f6e40e8431c6723e6caad7f5b16f4b30e930036fd510
human-00296,human_context,closed_qa,3413,context,235,152,0.00431,0.361702,982ff2afdb0777e705e1d7d5eda86556f3a6f1ef8619700e601c87652a3d882b
human-00297,human_response,general_qa,5750,response,168,103,0.0,0.494048,860ca8551127ffe62cec8e29326963af918ccb6f1c17ceeb2ae9968b7c4605a7
human-00298,human_response,open_qa,9515,response,229,139,0.0,0.388646,1fdba39fae2b77ce6c4e3213f3bcbea5148d8998d9015ef48287f41abcdf59c9
human-00299,human_response,open_qa,8721,response,150,112,0.006803,0.386667,e9574fde727e1bb9c39d94a1e1f61250277dbc28eb13ec392f26382b7cc2c382
human-00300,human_response,open_qa,14900,response,527,235,0.015267,0.440228,8f0dc69fe3cd5508125e29644f02d513f49fde5f9cae2119f90b56abada07ff5
human-00301,human_response,open_qa,7515,response,321,149,0.040881,0.380062,0cd4c5383e9a33542bf2fa833526e9685ebdc0ccc6266034510ec89865b22b6e
human-00302,human_response,creative_writing,2041,response,348,59,0.527536,0.747126,45bd66fd989d63283c02271377f3a55451edfb7af0e09369922968c719482d03
human-00303,human_context,closed_qa,12941,context,301,140,0.020134,0.481728,dd5b5d3fb171233d2e26c6b45f32e522be9832cb4f68c0e66c6cc77c2d1aafc6
human-00304,human_context,summarization,8222,context,223,82,0.240909,0.713004,0309a9e5e95f65e2a7abca4b377ca209436a55b051a4b17b46963ade757d65e5
human-00305,human_response,general_qa,6871,response,482,218,0.006263,0.40249,24f0057165e365298d544c16b935614235fb10521f1d04d14ae153033d8b4b3d
human-00306,human_response,open_qa,469,response,214,110,0.018957,0.514019,33f3757d8b78186346da4a6e95b8c72f9b788530806a2fa9045e361d65964dd2
human-00307,human_response,creative_writing,705,response,224,126,0.0181,0.459821,346e33c1ad811063820402db4255920cda23e4f4500bf8be22f9208c2e84b6d1
human-00308,human_response,open_qa,13016,response,192,110,0.0,0.463542,ca70d7258f3fddb45d5e81d356843f1cb2449afe34149285e9816907149841b0
human-00309,human_context,information_extraction,1435,context,183,103,0.016667,0.47541,b2ed3f8097ea7d5aecaaf39b7eef684c88ecab5346c29da9e00e8e8aaa333dca
